address,district,area,bedrooms,garage,type,rent,total,latitude,longitude
Rua Professora Penha,Vila Scarpelli,133,2,1,Casa,3900,4166,-23.6779512,-46.5471017
Rua do Paraíso,Paraíso,46,1,1,Apartamento,3390,4410,-23.5735968,-46.6405482
Rua Itatupa,Vila Andrade,58,1,2,Apartamento,2500,3802,-23.6300454,-46.7325985
Avenida Celso Garcia,Brás,40,2,1,Apartamento,1400,2028,-23.5397235,-46.610307
Avenida Miguel Estefno,Vila da Saúde,50,2,1,Apartamento,1000,1696,-23.6252157,-46.629212
Rua Manuel José Rodrigues,Sacoma,40,1,0,Casa,500,521,-23.6468811,-46.6033433
Rua Laurindo Rabelo,Jardim da Glória,210,3,3,Casa,5900,6825,-23.5814282,-46.6224448
Rua Amador Bueno,Santo Amaro,48,2,1,Apartamento,2000,2605,-23.6521244,-46.7077996
Rua Dulce,Vila Carrao,80,2,0,Casa,1800,1990,-23.5519201,-46.5364537
Avenida Jabaquara,Mirandópolis,53,1,0,Apartamento,1700,2479,-23.6095706,-46.6378165
Rua Isabel Dias,Mooca,20,1,0,Apartamento,1590,1611,-23.5674265,-46.588503
Rua Santo Egídio,Santa Teresinha,60,2,1,Apartamento,1450,2304,-23.4934275,-46.6366947
Rua Major Caetano da Costa,Santana,97,2,1,Casa,2450,2599,-23.5111423,-46.6274429
Rua Mariano Procópio,Ipiranga,28,1,0,Apartamento,2800,3370,-23.5766897,-46.6108412
Rua Jaguarete,Casa Verde,50,2,1,Apartamento,3264,3977,-23.5108528,-46.6586068
Rua Cisplatina,Ipiranga,54,2,1,Apartamento,1836,2740,-23.5876958,-46.5996095
Rua Iguatinga,Santo Amaro,16,1,0,Studio e kitnet,1300,1850,-23.6572211,-46.7045681
Rua Doutor Almeida Lima,Mooca,34,1,0,Apartamento,2125,2352,-23.548664,-46.6124527
Avenida Paes de Barros,Vila Prudente,90,2,1,Casa,2040,2586,-23.5840302,-46.5861409
Avenida Jabaquara,Mirandópolis,35,1,1,Apartamento,1820,2597,-23.6095706,-46.6378165
Rua Quatá,Vila Olímpia,18,1,0,Studio e kitnet,2500,2813,-23.5955085,-46.6837423
Rua Henrique Xavier,Vila Carrão,60,1,0,Casa,1250,1403,-23.5623935,-46.5304456
Rua Catarina Vieira,Vila Dalila,44,1,0,Apartamento,2300,2559,-23.5490462,-46.5179855
Rua Alexandre Benois,Vila Andrade,45,2,1,Apartamento,2000,2717,-23.6318462,-46.739151
Rua Simão Jorge,Campestre,50,2,2,Apartamento,3000,3148,-23.6447239,-46.5474836
Rua Manifesto,Ipiranga,22,1,0,Studio e kitnet,1100,1205,-23.577632,-46.6026427
Avenida Jaguaré,Jaguaré,50,1,1,Apartamento,2490,3058,-23.5530752,-46.7421793
Rua Maestro Cardim,Bela Vista,50,1,1,Apartamento,2400,3543,-23.5718628,-46.6419615
Rua Castro Alves,Aclimação,41,1,0,Apartamento,1200,1890,-23.572106,-46.6339475
Avenida Jurucê,Indianópolis,75,2,0,Apartamento,2480,3811,-23.6077666,-46.66324
Rua Sevilha,Tucuruvi,70,2,1,Casa,4000,4155,-23.4825723,-46.60715
Rua Lisboa,Pinheiros,36,1,1,Studio e kitnet,4200,4880,-23.5557056,-46.6823972
"Rua Kalil Nader Habr - Vila Santo Estefano, São Paulo - Sp, Brasil",Vila Santo Estéfano,18,1,0,Casa,580,635,-23.6303058,-46.6228605
Rua Tupinambás,Vila Alzira,72,2,2,Apartamento,3100,3474,-23.6780131,-46.5237875
Rua Voluntários da Pátria,Santana,42,1,2,Apartamento,2589,3505,-23.5051142,-46.6263403
Rua Grécia,Taboão,35,1,0,Casa,595,687,-23.6716508,-46.6069114
Rua Vergueiro,Liberdade,11,1,0,Studio e kitnet,2300,2651,-23.5720601,-46.6399455
Rua Caramuru,Vila da Saúde,27,1,0,Apartamento,2210,2782,-23.6136764,-46.63291374319728
Rua Dom Macedo da Costa,Jardim Santa Mena,59,1,1,Apartamento,990,1431,-23.446164,-46.5392132
Rua Professor João Simões,Vila Santo Estefano,20,1,0,Studio e kitnet,800,1031,-23.6279867,-46.6277301
Rua Heitor Peixoto,Cambuci,64,2,2,Apartamento,4600,6065,-23.5760261,-46.6187912
Rua Capote Valente,Pinheiros,32,1,0,Studio e kitnet,3850,4661,-23.5525439,-46.6791195
R. Santo Elías,Tatuapé,48,1,1,Apartamento,1890,2703,-23.5319106,-46.5672875
Rua Bento Freitas,República,25,1,0,Studio e kitnet,2000,2441,-23.5437688,-46.645518
Rua Ida Boschetti,Vila Medeiros,100,3,1,Casa,2370,2584,-23.4889567,-46.5907838
Avenida Guarulhos,Ponte Grande,44,2,1,Apartamento,1850,2317,-23.50237,-46.5513884
Rua Benito Fioretto,Vila das Mercês,20,1,0,Studio e kitnet,830,904,-23.6212517,-46.6071483
Av Santa Inês,Parque Mandaqui,59,2,1,Apartamento,2820,3556,-23.4652414,-46.6346656
Rua Hipódromo,Brás,22,1,0,Studio e kitnet,1400,1454,-23.5426453,-46.6112765
Rua Álvaro de Carvalho,Centro,28,1,1,Apartamento,1800,2560,-22.7401228,-47.6487231
Rua Almeida Brandão,Vila Guilhermina,39,2,0,Apartamento,1750,2089,-23.5315788,-46.5145046
Rua Doutor Francisco Figueiredo Barreto,Vila Anglo Brasileira,110,3,1,Casa,5300,5909,-23.5335568,-46.6934117
Rua Conde de São Joaquim 340,Bela Vista,28,1,1,Studio e kitnet,1200,2019,-23.558827,-46.6398029
Rua Rocha,Bela Vista,48,1,0,Apartamento,5000,5693,-23.558998,-46.6496357
Rua Vinte E Três de Outubro,Ferreira,116,3,2,Casa,4500,4741,-23.5932627,-46.7391376
Rua Itajaí,Mooca,84,3,1,Apartamento,3550,4681,-23.5507791,-46.6008872
Avenida Bosque da Saúde,Saúde,42,1,1,Apartamento,2295,3297,-23.6112378,-46.6369689
Rua Ulisses Cruz,Tatuapé,25,1,0,Studio e kitnet,1840,2286,-23.5311188,-46.5791944
Rua Ministro Álvaro de Sousa Lima,Jardim Marajoara,116,2,2,Casa,4200,6355,-23.6588148,-46.6842462
Rua Carvalho de Freitas,Vila Andrade,49,2,1,Apartamento,2785,3648,-23.6307193,-46.7403137
Rua Avanhandava,Bela Vista,30,1,0,Studio e kitnet,1250,1708,-23.5513496,-46.6471153
Rua Tapari,Vila Esperança,24,1,0,Studio e kitnet,1275,1812,-23.5290336,-46.5187008
Avenida Prestes Maia,República,37,1,0,Studio e kitnet,1950,2794,-23.5407276,-46.6340972
Avenida Bosque da Saúde,Vila da Saúde,20,1,0,Apartamento,1500,1728,-23.6112378,-46.6369689
Rua Humberto I,Vila Mariana,83,2,1,Apartamento,3690,4855,-23.5842757,-46.64253
Rua Geneve,Lauzane Paulista,45,1,1,Apartamento,1450,1919,-23.4774485,-46.6498226
Rua Oscar Freire,Pinheiros,148,2,1,Apartamento,5000,6523,-23.5543546,-46.6762373
Rua Oscar Freire,Cerqueira César,87,2,0,Apartamento,4600,6009,-23.559879,-46.6723491
Rua José Rafaeli,Socorro,85,3,1,Apartamento,1800,2491,-23.6690395,-46.7220676
Rua Décio Reis,Alto de Pinheiros,310,4,4,Casa,15000,21050,-23.5521302,-46.702274
Praça Marechal Deodoro,Santa Cecília,30,1,0,Studio e kitnet,1200,1760,-23.5339464,-46.6551704
Avenida Nove de Julho,Bela Vista,35,1,1,Studio e kitnet,3750,4445,-23.5547293,-46.648853
Rua Custódio de Mendonça,Santana,37,2,0,Apartamento,3500,3785,-23.4967441,-46.6342152
Rua Tagipuru,Barra Funda,84,2,1,Apartamento,2400,4031,-23.5274872,-46.6682728
Rua João José Pacheco,Jardim Vila Mariana,28,1,0,Studio e kitnet,2190,3049,-23.5941914,-46.6236198
Rua Tucuna,Pompeia,55,2,1,Apartamento,3370,4820,-23.5313031,-46.6829764
Rua Almirante Marques Leão,Bela Vista,98,1,0,Apartamento,5810,7493,-23.5619747,-46.649003
Rua Batataes,Jardim Paulista,32,1,1,Apartamento,2480,3842,-23.5714135,-46.6561708
Rua Santo Elias,Parque São Jorge,42,1,1,Apartamento,1700,2555,-23.5319106,-46.5672875
Rua Lima E Silva,Ipiranga,30,1,0,Casa,850,887,-23.5949426,-46.6022367
Rua Tangará,Vila Mariana,65,1,1,Apartamento,6710,8044,-23.5894744,-46.6474541
Rua Agissê,Sumarezinho,28,1,0,Apartamento,3585,4579,-23.5484416,-46.6906584
Rua Sampaio Viana,Paraíso,95,3,1,Apartamento,3999,5546,-23.5742729,-46.6476894
Rua João Antônio de Oliveira,Mooca,105,3,2,Apartamento,5000,6434,-23.5545005,-46.6060893
Rua Desembargador Aragão,Vila Mariana,23,1,0,Studio e kitnet,2050,2636,-23.5931034,-46.6310962
Rua Bartolomeu Gusmão,Vila Mariana,25,1,0,Studio e kitnet,2710,3365,-23.5844,-46.6333877
Avenida do Taboão,Taboão,56,2,1,Apartamento,1700,2361,-23.6575226,-46.6011601
Rua Batataes,Jardim Paulista,55,1,1,Apartamento,5000,7137,-23.5714135,-46.6561708
Rua Leopoldo Couto de Magalhães Júnior,Itaim Bibi,75,2,2,Apartamento,6800,9130,-23.5882553,-46.6805866
Rua Bandeira Paulista,Itaim Bibi,49,1,1,Apartamento,4000,6347,-23.5840756,-46.6758147
Rua Artur Rodrigues Alcântara,Jardim Vila Galvão,47,2,1,Apartamento,2430,2861,-23.4636973,-46.5627236
Rua Urano,Aclimação,80,3,1,Apartamento,4500,6028,-23.5696526,-46.6353563
Rua Aimberê,Perdizes,60,2,1,Apartamento,3000,4346,-23.5474627,-46.6887103
Rua Martim Burchard,Brás,40,1,0,Apartamento,2500,3196,-23.5461441,-46.6178889
Rua Capote Valente,Pinheiros,90,2,1,Apartamento,4044,5234,-23.5525439,-46.6791195
Rua Pires da Mota,Aclimação,75,3,1,Apartamento,2000,3797,-23.5665381,-46.6330173
Rua da Consolação,Consolação,73,2,1,Apartamento,2950,4885,-23.5523389,-46.6586195
Rua Oscar Freire,Jardim Paulista,159,3,2,Apartamento,5000,7227,-23.5543546,-46.6762373
Avenida Guapira,Tucuruvi,42,2,1,Apartamento,1914,2700,-23.4729625,-46.588648
Rua Lisboa,Pinheiros,105,3,1,Apartamento,12000,13580,-23.5557056,-46.6823972
Rua dos Pinheiros,Pinheiros,72,2,1,Apartamento,10000,11760,-23.5644515,-46.6785043
Alameda dos Nhambiquaras,Indianópolis,94,3,3,Apartamento,5000,7024,-23.6044824,-46.6569333
Rua Doutor Andrade Pertence,Vila Olímpia,96,2,2,Apartamento,8500,10580,-23.6038106,-46.6770756
Rua Doutor Nicolau de Sousa Queirós,Vila Mariana,28,1,0,Studio e kitnet,2320,3431,-23.5785604,-46.6389409
Rua Santo Irineu,Bosque da Saúde,80,3,2,Apartamento,3000,4814,-23.606907,-46.6281002
Rua Itapeva,Bela Vista,52,1,1,Apartamento,2200,4134,-23.5624413,-46.6548965
Rua Coronel Francisco Júlio César Alfieri,Vila Sao Paulo,70,2,1,Apartamento,1900,3274,-23.6564329,-46.6696967
Rua Visconde de Itaboraí,Vila Azevedo,90,4,2,Apartamento,4800,6985,-23.5429713,-46.572594
Rua Paula Ney,Vila Mariana,67,2,2,Apartamento,2700,4720,-23.5813301,-46.6335171
Rua da Mata,Itaim Bibi,86,2,1,Apartamento,4200,5709,-23.5798635,-46.6760668
Rua Tabapuã,Itaim Bibi,85,3,1,Apartamento,5300,7151,-23.5826721,-46.6741677
Alameda Joaquim Eugênio de Lima,Jardim Paulista,45,1,0,Apartamento,2800,3608,-23.5661442,-46.6508323
Rua dos Jacintos,Mirandópolis,44,1,1,Apartamento,1600,2809,-23.6049723,-46.6398287
Avenida Ibijaú,Moema,68,2,2,Apartamento,5250,8369,-23.6055597,-46.6659886
Rua José Baltore,Jardim Mangalot,84,3,2,Casa,2700,2814,-23.4895709,-46.7464513
Rua do Manifesto,Ipiranga,110,2,1,Casa,2800,3040,-23.599212,-46.5993388
Rua São Quirino,Vila Guilherme,34,2,0,Apartamento,1500,1858,-23.5157017,-46.5950792
Rua Brasília,Rudge Ramos,75,1,1,Casa,1000,1112,-23.6609863,-46.5583659
Rua São Paulo,Liberdade,45,1,0,Studio e kitnet,1120,1414,-23.5569376,-46.6314182
Avenida Santa Inês,Parque Mandaqui,55,2,1,Apartamento,1820,1891,-23.4652414,-46.6346656
Rua Vinte E Oito de Setembro,Vila Dom Pedro I,80,2,0,Casa,2400,2502,-23.5981227,-46.6108807
Rua Antônio de Godói,Centro,30,1,0,Studio e kitnet,1100,1394,-22.7861278,-46.5928124
Rua João Almendra,São José,55,1,1,Casa,1350,1407,-23.63207,-46.5796787
Rua Nancy Silva Cabral,Parque Continental Ii,120,3,1,Casa,2280,2551,-23.4261401,-46.5494421
Rua José Henrique,Vila Guilherme,35,1,0,Apartamento,950,1237,-23.5180788,-46.6140166
Rua Antônio de Godói,Centro,40,1,0,Apartamento,1300,1697,-22.7861278,-46.5928124
Rua José Bueno,Vila Isolina Mazzei,80,2,1,Casa em condomínio,1950,2283,-23.5005599,-46.604728
Rua Porto Alegre,Vila Bertioga,45,1,0,Studio e kitnet,1100,1190,-22.3691377,-46.9345278
Rua Cônego Vicente,Vila Medeiros,185,3,2,Casa,4600,4871,-23.4949193,-46.5890694
Rua Guarapuava,Mooca,37,1,0,Apartamento,1900,2324,-23.5476999,-46.6051591
Rua Serra de Botucatu,Vila Gomes Cardim,55,1,0,Apartamento,1924,1998,-23.5430733,-46.5641559
Avenida das Cerejeiras,Jardim Japao,60,2,0,Apartamento,1820,1950,-23.501525,-46.572612
Rua Itaici,Santa Teresinha,126,3,2,Casa,4300,4678,-23.4907687,-46.6359501
Rua Glicério,Liberdade,60,1,0,Apartamento,1040,1530,-23.5598117,-46.6311518
Rua Lapa,Paulicéia,225,2,2,Casa,3470,3873,-23.6682431,-46.5920381
Av Eng. Armando de Arruda Pereira,Vila do Encontro,44,1,1,Apartamento,1280,1863,-23.6488548,-46.6403462
Rua Anjo Custódio,Vila Formosa,40,2,0,Apartamento,1500,1708,-23.5637087,-46.5534053
Rua Domingos Paiva,Brás,70,2,1,Apartamento,5700,6912,-23.5486945,-46.6144899
Rua das Gamboas,Vila Mazzei,70,1,0,Casa,1250,1303,-23.4671916,-46.6004634
Rua Paula Ney,Vila Mariana,75,2,0,Casa,2900,3224,-23.5813301,-46.6335171
Rua Luís do Paço,Tatuapé,31,1,0,Studio e kitnet,850,1314,-23.5332844,-46.5626838
Rua do Lavapés,Cambuci,28,1,0,Apartamento,1690,2084,-23.5618225,-46.6227789
Avenida São João,República,70,1,0,Apartamento,1131,1616,-23.5426713,-46.6396714
Rua Aurélia,Vila Romana,60,2,0,Casa,1850,2005,-23.5243063,-46.6977594
Rua Murilo Furtado,Parque Vitoria,110,2,1,Casa,1816,2108,-23.47022,-46.5924754
"Av. Vila Ema - Vila Ema, São Paulo - Sp, Brasil",Vila Ema,27,1,0,Apartamento,1150,1440,-23.2086241,-45.90169842518356
Rua Firmiano Cardoso,Chácara Cruzeiro do Sul,46,2,1,Apartamento,1500,1638,-23.5134862,-46.5323661
Rua Dom Miguel Costa,Vila Gumercindo,140,3,1,Casa,2990,3274,-23.6022925,-46.6228658
Rua Piquinhu,Vila Ré,45,1,0,Casa,1280,1335,-23.5254548,-46.5064446
Rua Sebastião de Andrade,Vila Matilde,50,1,0,Apartamento,1256,1474,-23.5406789,-46.5293366
Rua Baía Grande,Vila Alpina,60,3,1,Apartamento,2750,3356,-23.5965578,-46.5713593
Rua Marambaia,Casa Verde,28,1,0,Apartamento,2040,2468,-23.5132898,-46.6575255
Rua Jaguari,Bosque da Saúde,167,4,2,Casa,3900,3965,-23.6134715,-46.623055
Rua Santo Irineu,Bosque da Saúde,82,2,1,Casa,3400,3680,-23.606907,-46.6281002
Rua Augusto Tolle,Santana,75,2,1,Casa,2950,3242,-23.4829368,-46.6328254
Rua Pires da Mota,Aclimação,65,1,0,Casa,1800,1876,-23.5674071,-46.6342018
Rua Francisco Otaviano,Vila Humaitá,63,2,1,Apartamento,2200,2308,-23.6722226,-46.5074338
Rua Bela Cintra,Consolação,55,1,1,Apartamento,3300,4309,-23.5564177,-46.6618937
Rua Oneyda Alvarenga,Vila da Saúde,62,2,1,Apartamento,2000,2979,-23.616368,-46.6249911
Rua Guaricanga,Lapa,60,1,1,Casa,2410,2512,-23.5226967,-46.7104326
Avenida Leôncio de Magalhães,Jardim São Paulo,38,1,1,Studio e kitnet,1890,2310,-23.4866742,-46.6192102
Rua Engenheiro Bianor,Butantã,26,1,0,Apartamento,3200,3738,-23.5712228,-46.7078433
Rua Luiz Coladello,Parque Continental Ii,60,1,0,Casa,1000,1072,-23.428097,-46.5472885
Rua Rodovalho da Fonseca,Pari,84,3,2,Apartamento,5750,6938,-23.5252509,-46.6101686
Rua Ipanema,Mooca,67,2,1,Apartamento,3340,3969,-23.5460658,-46.6048693
Rua Alméria,Vila Granada,38,1,0,Apartamento,1480,1757,-23.5251784,-46.5175192
Avenida Professor Luiz Ignácio Anhaia Mello,Vila Prudente,58,2,1,Apartamento,3880,4760,-23.5826809,-46.5702994
Rua Turiassu,Perdizes,70,2,0,Casa,2150,2256,-23.5336757,-46.6662648
Rua Doutor Zuquim,Santana,42,1,1,Apartamento,2300,3049,-23.504604,-46.6224821
Rua Hermeto Lima,Vila Alpina,75,2,1,Apartamento,2600,3233,-23.5970766,-46.5568925
Rua Araquã,Bela Vista,45,1,1,Apartamento,2400,3193,-23.5532068,-46.6486955
Rua Planalto dos Acantilados,Parque Santa Madalena,125,2,1,Casa,1800,1876,-23.6116072,-46.5196479
Rua Leopoldo Miguez,Cambuci,62,3,1,Apartamento,1800,2286,-23.5568419,-46.6266079
Avenida Duque de Caxias,República,45,1,0,Apartamento,1490,1789,-23.5358976,-46.6415029
Rua Doutor Tomás Carvalhal,Paraíso,55,1,0,Apartamento,3800,5467,-23.5755758,-46.6423544
Rua Congonhas,Rudge Ramos,78,3,1,Apartamento,1400,2159,-23.657343,-46.5678299
Rua Mariano Procópio,Ipiranga,30,2,0,Apartamento,2800,3370,-23.5766897,-46.6108412
Rua Tenente Gelás,Tatuapé,90,3,2,Apartamento,2100,3387,-23.5296096,-46.5582508
Rua Virgínia,Vila Carrao,38,2,0,Apartamento,1350,1618,-23.5613831,-46.5310705
Rua Ituri,Vila Formosa,48,2,1,Apartamento,1750,2060,-23.56917,-46.5501525
Avenida Curió,Campanário,55,2,1,Apartamento,1300,2076,-23.6613239,-46.6205961
Rua Orfanato,Vila Prudente,72,3,0,Apartamento,1800,2851,-23.5815376,-46.5853575
Rua Pierre de Beranger,Campo Grande,70,1,0,Casa,1500,1525,-23.6710302,-46.68638
Rua Israelândia,Jardim Santa Monica,48,1,0,Casa,1300,1322,-23.4814258,-46.7472775
Rua Doutor Penaforte Mendes,Bela Vista,41,1,1,Apartamento,3400,4278,-23.5547955,-46.6516181
Rua Ernesto Capelari,Parque Santos Dumont,58,2,2,Apartamento,1750,2685,-23.6079755,-46.756008
Rua da Chibata,Vila Andrade,42,2,0,Apartamento,1330,1717,-23.6257769,-46.7439616
Avenida Vila Ema,Vila Ema,49,2,0,Apartamento,2400,2493,-23.5811635,-46.5552489
Rua Engenheiro Bianor,Butantã,50,2,0,Apartamento,4500,5461,-23.5712228,-46.7078433
Rua Doutor Fábio Montenegro,Vila Guilhermina,42,1,0,Apartamento,1940,2325,-23.5338906,-46.5182173
Rua Augusto de Mendonça,Vila Dalila,50,2,1,Apartamento,1380,1519,-23.5468057,-46.5165076
Rua Francisco Alves Bezerra,Parque Edu Chaves,50,2,0,Casa em condomínio,1100,1197,-23.4723097,-46.5740672
Rua Piracuama,Pompeia,59,2,0,Apartamento,2800,3851,-23.5380313,-46.6836934
Rua Enótria,Vila Mazzei,41,1,1,Apartamento,1840,2212,-23.4756756,-46.6044599
Rua Jorge Tibiriçá,Vila Mariana,68,2,1,Apartamento,5700,6564,-23.5981621,-46.6336517
Rua Alexandre Ribeiro,Horto Florestal,40,1,0,Casa,874,1011,-23.4577684,-46.6326024
Rua Terceiro-sargento João Soares de Faria,Parque Novo Mundo,51,2,1,Apartamento,1500,2175,-23.5213504,-46.5673802
Rua Itamonte,Vila Medeiros,50,1,0,Casa,900,938,-23.490097,-46.5795333
Rua Bragança Paulista,Vila Cruzeiro,76,3,1,Apartamento,4000,4983,-22.9445138,-46.5363256
Avenida Jabaquara,Mirandópolis,62,2,1,Apartamento,4500,5891,-23.6095706,-46.6378165
Rua Três Rios,Bom Retiro,40,2,0,Apartamento,1300,1690,-23.5286513,-46.6390357
Rua Engenheiro Bianor,Butantã,27,1,0,Studio e kitnet,3099,3639,-23.5712228,-46.7078433
Avenida Vereador José Diniz,Santo Amaro,42,1,1,Apartamento,3290,4101,-23.6370939,-46.6937636
Rua Conselheiro Ramalho,Bela Vista,55,1,1,Apartamento,1444,2050,-23.5577177,-46.6443949
Rua Martiniano de Carvalho,Bela Vista,45,1,0,Studio e kitnet,2400,2818,-23.565397,-46.6427116
Avenida Amador Bueno da Veiga,Penha de França,34,1,1,Apartamento,1445,2214,-23.5214645,-46.5283885
Rua Marquês Itu,Vila Buarque,25,1,0,Studio e kitnet,1999,2526,-23.5438283,-46.6470607
Rua Bueno de Andrade,Liberdade,25,1,0,Apartamento,980,1578,-23.5634338,-46.6315739
Rua Benfica,Vila Medeiros,30,1,0,Casa,750,782,-23.4763283,-46.5754702
Rua Bitencourt Sampaio,Vila Mariana,67,3,2,Apartamento,4000,5439,-23.5977609,-46.6304946
Rua Vergueiro,Vila Firmiano Pinto,56,2,1,Apartamento,1650,2552,-23.6091554,-46.6115937
Avenida Professora Virgília Rodrigues Alves de Carvalho Pinto,Jardim Leonor Mendes de Barros,62,2,1,Apartamento,1445,1932,-23.4660709,-46.6051795
Avenida Inajar de Souza,Limão,45,2,1,Apartamento,1940,2395,-23.5010726,-46.6865928
Rua Dom Salomão Ferraz,Vila Andrade,54,2,1,Apartamento,2000,2697,-23.6349521,-46.7396903
Rua Conselheiro Ramalho,Bela Vista,45,1,1,Apartamento,2500,3196,-23.5577177,-46.6443949
Rua Clímaco Barbosa,Cambuci,36,1,0,Apartamento,1550,1960,-23.5636891,-46.6191964
Rua Marquês de Lages,Vila das Merces ,54,2,1,Apartamento,2420,3015,-23.6265021,-46.6036385
Rua Bom Pastor,Ipiranga,34,1,1,Apartamento,2340,3121,-23.6025226,-46.60229
Rua Peixoto Gomide,Jardim Paulista,54,1,1,Apartamento,4500,5573,-23.5651589,-46.6614571
Rua Cajaíba,Vila Pompéia,62,2,2,Apartamento,3500,5075,-23.540473,-46.6826598
Rua Bela Cintra,Consolação,45,1,1,Apartamento,2443,3017,-23.5544835,-46.6596419
Rua Vieira de Morais,Campo Belo,42,1,1,Studio e kitnet,3800,4806,-23.6184609,-46.6763968
Avenida Santo Amaro,Santo Amaro,153,2,0,Casa,3750,4185,-23.6261858,-46.6873336
Rua São Francisco,Sé,30,1,0,Apartamento,903,1425,-23.5486059,-46.6385016
Rua Bueno de Andrade,Aclimação,38,1,0,Apartamento,1850,2363,-23.5634338,-46.6315739
Avenida Damasceno Vieira,Vila Mascote,54,2,1,Apartamento,1920,2756,-23.6422121,-46.6608024
Rua Iguatemi,Itaim Bibi,73,2,1,Apartamento,3650,4991,-23.5861623,-46.6813204
Rua das Perdizes,Barra Funda,85,3,0,Apartamento,2595,3382,-23.531601,-46.6621512
Rua Marquês de Itu,Vila Buarque,33,1,1,Apartamento,1310,2184,-23.5438283,-46.6470607
"R. Conselheiro Moreira de Barros - Santana, São Paulo - Sp, Brasil",Santana,140,3,3,Apartamento,3000,5203,-23.4925842,-46.6330841
Rua Ângelo David Thomé,Rudge Ramos,150,3,1,Apartamento,2650,3156,-23.659585,-46.56858
Rua Dom Macário,Saúde,54,2,1,Apartamento,1200,1587,-23.6152364,-46.6101525
Rua Correia da Câmara,Vila Tolstoi,38,2,1,Apartamento,2100,2631,-23.5992036,-46.5276454
Rua Alonso Peres,Vila Sabrina,45,1,0,Casa,1100,1227,-23.4907277,-46.5704857
Rua Alencar Araripe,Sacomã,54,2,1,Apartamento,1100,1914,-23.6136667,-46.5971237
Avenida Gaivota Preta,Jardim Valeria,50,2,1,Apartamento,1500,1788,-23.4230687,-46.5338655
Rua Clodomiro Amazonas,Vila Olímpia,90,2,0,Apartamento,3500,4352,-23.5851047,-46.6798833
Rua Coronel Mursa,Brás,35,2,0,Apartamento,2408,2985,-23.548639,-46.6163579
Avenida Jacutinga,Indianópolis,50,1,1,Apartamento,4100,5572,-23.6000473,-46.6694155
Alameda dos Pinheiros,Campestre,20,1,0,Studio e kitnet,900,935,-23.6269694,-46.5474608
Rua Joaquim Távora,Vila Mariana,28,1,0,Apartamento,3500,3895,-23.5838142,-46.63672
Rua Hayden,Vila Leopoldina,87,2,0,Apartamento,2000,2833,-23.5306673,-46.7348474
Rua Azevedo Macedo,Vila Mariana,28,1,0,Apartamento,3450,4133,-23.5816202,-46.6409385
Avenida Nelson Palma Travassos,Jardim Pirituba,45,2,0,Apartamento,1865,2327,-23.43882,-46.721824
Avenida Aratãs,Indianópolis,72,2,1,Apartamento,4500,5555,-23.6100849,-46.6620836
Rua João Veloso de Oliveira,Parque Sao Domingos,75,2,2,Casa em condomínio,2000,2650,-23.5043507,-46.7423585
Rua Taváres Bastos,Pompeia,130,4,3,Apartamento,6200,8746,-23.53241,-46.6898211
Rua Dona Antônia de Queirós,Consolação,40,1,1,Apartamento,2801,3664,-23.5506247,-46.6532828
Rua Peixoto Gomide,Jardim Paulista,25,1,0,Studio e kitnet,2200,2796,-23.5651589,-46.6614571
Rua Castro Alves,Aclimação,69,2,1,Apartamento,3250,4736,-23.572106,-46.6339475
Avenida Santa Catarina,Vila Mascote,55,1,1,Apartamento,2150,2831,-23.6494469,-46.6613125
Rua Enótria,Vila Mazzei,29,1,0,Studio e kitnet,1325,1846,-23.4756756,-46.6044599
Rua Eugênio de Medeiros,Pinheiros,60,1,2,Apartamento,6200,7830,-23.5707953,-46.7001095
Rua Doutora Neyde Apparecida Sollitto,Vila Clementino,35,1,0,Studio e kitnet,1200,1216,-23.5934869,-46.6470592
Rua Parambu,Parque Vitoria,47,2,1,Apartamento,3488,4273,-23.473283,-46.5923804
Rua Jovina,Vila Mascote,30,1,0,Apartamento,1730,1922,-23.6465496,-46.6653487
Rua Capote Valente,Pinheiros,52,1,1,Apartamento,3900,5879,-23.5525439,-46.6791195
Rua Azevedo Marques,Santa Cecília,53,1,1,Apartamento,2500,3596,-23.5347993,-46.6572588
Rua Estônia,Parque das Nações,40,2,1,Apartamento,1700,1971,-23.6363745,-46.5103479
Rua Lacondê,Jardim Europa,70,1,0,Casa,8750,9568,-23.5797831,-46.6813765
Rua Vergueiro,Vila Mariana,28,1,1,Apartamento,3700,4148,-23.5812194,-46.6386506
Praça Santa Therezinha,Vila Azevedo,68,3,1,Apartamento,2850,3901,-23.54092015,-46.57085114065221
Rua Manoel Dutra,Bela Vista,22,1,0,Studio e kitnet,1800,2009,-23.555438,-46.645818
Rua Vieira de Morais,Campo Belo,52,1,1,Studio e kitnet,4000,5149,-23.6184609,-46.6763968
Rua Cesar Vallejo,Real Parque,180,3,3,Apartamento,8000,11790,-23.6067336,-46.7018308
Rua Conselheiro Brotero,Santa Cecilia,100,2,1,Apartamento,5500,6874,-23.5303078,-46.6573946
Rua Voluntários da Pátria,Santana,132,3,1,Apartamento,3519,4849,-23.5051142,-46.6263403
Rua Santa Izabel,Vila Augusta,55,2,1,Studio e kitnet,2410,3053,-23.4747012,-46.5446842
Rua Tuiucuê,Jardim da Saúde,135,3,3,Apartamento,3500,5688,-23.6164885,-46.6227458
Avenida Fortaleza da Conceição,Vila Costa Melo,43,2,0,Apartamento,1700,1933,-23.5163278,-46.5137421
